Groep;Biotaxon.naam;Biotaxon.naam_bron;KRWwatertype.code;Categorie;
;Acorus calamus;Acorus calamus;M10;5;
;Acorus calamus;Acorus calamus;M1a;5;
;Acorus calamus;Acorus calamus;M1b;5;
;Acorus calamus;Acorus calamus;M3;3;
;Acorus calamus;Acorus calamus;M8;5;
;Acorus calamus;Acorus calamus;R12;3;
;Acorus calamus;Acorus calamus;R14;4;
;Acorus calamus;Acorus calamus;R15;4;
;Acorus calamus;Acorus calamus;R17;5;
;Acorus calamus;Acorus calamus;R18;5;
;Acorus calamus;Acorus calamus;R3;5;
;Acorus calamus;Acorus calamus;R4;4;
;Acorus calamus;Acorus calamus;R4a;4;
;Acorus calamus;Acorus calamus;R4b;4;
;Acorus calamus;Acorus calamus;R5;4;
;Acorus calamus;Acorus calamus;R6;4;
;Acorus calamus;Acorus calamus;R7;3;
;Acorus calamus;Acorus calamus;R8;4;
;Aegopodium podagraria;Aegopodium podagraria;R3;5;
;Agrostis stolonifera;Agrostis stolonifera;M1a;3;
;Agrostis stolonifera;Agrostis stolonifera;M1b;2;
;Agrostis stolonifera;Agrostis stolonifera;M8;4;
;Agrostis stolonifera;Agrostis stolonifera;R1;5;
;Agrostis stolonifera;Agrostis stolonifera;R11;5;
;Agrostis stolonifera;Agrostis stolonifera;R12;4;
;Agrostis stolonifera;Agrostis stolonifera;R13;5;
;Agrostis stolonifera;Agrostis stolonifera;R17;5;
;Agrostis stolonifera;Agrostis stolonifera;R2;5;
;Agrostis stolonifera;Agrostis stolonifera;R3;5;
;Agrostis stolonifera;Agrostis stolonifera;R6;4;
;Agrostis stolonifera;Agrostis stolonifera;R8;4;
;Alisma gramineum;Alisma gramineum;M11;1;
;Alisma gramineum;Alisma gramineum;M1a;1;
;Alisma gramineum;Alisma gramineum;M1b;2;
;Alisma gramineum;Alisma gramineum;M25;2;
;Alisma gramineum;Alisma gramineum;M26;1;
;Alisma gramineum;Alisma gramineum;M5;1;
;Alisma gramineum;Alisma gramineum;M8;2;
;Alisma gramineum;Alisma gramineum;R12;1;
;Alisma gramineum;Alisma gramineum;R16;1;
;Alisma gramineum;Alisma gramineum;R4;2;
;Alisma gramineum;Alisma gramineum;R4a;2;
;Alisma gramineum;Alisma gramineum;R4b;2;
;Alisma gramineum;Alisma gramineum;R5;2;
;Alisma gramineum;Alisma gramineum;R6;2;
;Alisma gramineum;Alisma gramineum;R7;1;
;Alisma gramineum;Alisma gramineum;R8;2;
;Alisma lanceolatum;Alisma lanceolatum;M1a;3;
;Alisma lanceolatum;Alisma lanceolatum;M1b;3;
;Alisma lanceolatum;Alisma lanceolatum;M8;3;
;Alisma lanceolatum;Alisma lanceolatum;R12;4;
;Alisma lanceolatum;Alisma lanceolatum;R14;4;
;Alisma lanceolatum;Alisma lanceolatum;R15;4;
;Alisma lanceolatum;Alisma lanceolatum;R17;4;
;Alisma lanceolatum;Alisma lanceolatum;R18;4;
;Alisma lanceolatum;Alisma lanceolatum;R3;3;
;Alisma lanceolatum;Alisma lanceolatum;R4;4;
;Alisma lanceolatum;Alisma lanceolatum;R4a;4;
;Alisma lanceolatum;Alisma lanceolatum;R4b;4;
;Alisma lanceolatum;Alisma lanceolatum;R5;4;
;Alisma lanceolatum;Alisma lanceolatum;R6;4;
;Alisma lanceolatum;Alisma lanceolatum;R7;3;
;Alisma lanceolatum;Alisma lanceolatum;R8;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M10;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M1a;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M1b;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M2;5;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M3;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M4;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M6a;1;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M6b;1;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M7a;1;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M7b;1;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M8;5;
;Alisma plantago-aquatica;Alisma plantago-aquatica;M9;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R11;5;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R12;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R14;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R15;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R16;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R17;5;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R18;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R3;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R4;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R4a;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R4b;4;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R5;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R6;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R7;3;
;Alisma plantago-aquatica;Alisma plantago-aquatica;R8;4;
;Alnus glutinosa;Alnus glutinosa;R11;2;
;Alnus glutinosa;Alnus glutinosa;R12;2;
;Alnus glutinosa;Alnus glutinosa;R13;2;
;Alnus glutinosa;Alnus glutinosa;R14;2;
;Alnus glutinosa;Alnus glutinosa;R15;2;
;Alnus glutinosa;Alnus glutinosa;R17;2;
;Alnus glutinosa;Alnus glutinosa;R18;2;
;Alnus glutinosa;Alnus glutinosa;R3;3;
;Alnus glutinosa;Alnus glutinosa;R4;2;
;Alnus glutinosa;Alnus glutinosa;R4a;2;
;Alnus glutinosa;Alnus glutinosa;R4b;2;
;Alnus glutinosa;Alnus glutinosa;R5;2;
;Alnus glutinosa;Alnus glutinosa;R6;2;
;Alopecurus geniculatus;Alopecurus geniculatus;M1a;2;
;Alopecurus geniculatus;Alopecurus geniculatus;M1b;2;
;Alopecurus geniculatus;Alopecurus geniculatus;M8;2;
;Alopecurus geniculatus;Alopecurus geniculatus;R1;5;
;Alopecurus geniculatus;Alopecurus geniculatus;R12;4;
;Alopecurus geniculatus;Alopecurus geniculatus;R2;5;
;Alopecurus geniculatus;Alopecurus geniculatus;R3;5;
;Angelica sylvestris;Angelica sylvestris;R3;5;
;Anthriscus sylvestris;Anthriscus sylvestris;R3;5;
;Apium inundatum;Apium inundatum;M12;1;
;Apium inundatum;Apium inundatum;M17;1;
;Apium inundatum;Apium inundatum;M2;1;
;Apium inundatum;Apium inundatum;M22;1;
;Apium inundatum;Apium inundatum;M23;2;
;Apium inundatum;Apium inundatum;M4;1;
;Apium inundatum;Apium inundatum;M5;1;
;Apium inundatum;Apium inundatum;M9;1;
;Apium inundatum;Apium inundatum;R11;3;
;Apium inundatum;Apium inundatum;R4;3;
;Apium inundatum;Apium inundatum;R4a;3;
;Apium inundatum;Apium inundatum;R4b;3;
;Apium nodiflorum;Apium nodiflorum;M1b;2;
;Apium nodiflorum;Apium nodiflorum;R11;3;
;Apium nodiflorum;Apium nodiflorum;R14;1;
;Apium nodiflorum;Apium nodiflorum;R17;1;
;Apium nodiflorum;Apium nodiflorum;R18;1;
;Apium nodiflorum;Apium nodiflorum;R4;3;
;Apium nodiflorum;Apium nodiflorum;R4a;3;
;Apium nodiflorum;Apium nodiflorum;R4b;3;
;Apium nodiflorum;Apium nodiflorum;R5;3;
;Apium nodiflorum;Apium nodiflorum;R6;3;
;Apium nodiflorum;Apium nodiflorum;R8;1;
;Athyrium filix-femina;Athyrium filix-femina;R1;3;
;Athyrium filix-femina;Athyrium filix-femina;R2;3;
;Athyrium filix-femina;Athyrium filix-femina;R3;3;
;Azolla cristata;Azolla cristata;M5;5;
;Azolla filiculoides;Azolla filiculoides;M5;5;
;Baldellia ranunculoides;Baldellia ranunculoides;M12;1;
;Baldellia ranunculoides;Baldellia ranunculoides;M17;1;
;Baldellia ranunculoides;Baldellia ranunculoides;M2;1;
;Baldellia ranunculoides;Baldellia ranunculoides;M22;2;
;Baldellia ranunculoides;Baldellia ranunculoides;M23;2;
;Baldellia ranunculoides;Baldellia ranunculoides;R11;2;
;Baldellia ranunculoides;Baldellia ranunculoides;R4;2;
;Baldellia ranunculoides;Baldellia ranunculoides;R4a;2;
;Baldellia ranunculoides;Baldellia ranunculoides;R4b;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;M12;1;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;M17;1;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;M2;1;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;M22;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;M23;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;R11;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;R4;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;R4a;2;
;Baldellia ranunculoides ssp. ranunculoides;Baldellia ranunculoides;R4b;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;M12;1;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;M17;1;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;M2;1;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;M22;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;M23;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;R11;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;R4;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;R4a;2;
;Baldellia ranunculoides ssp. repens;Baldellia ranunculoides;R4b;2;
;Berula erecta;Berula erecta;M10;2;
;Berula erecta;Berula erecta;M1a;4;
;Berula erecta;Berula erecta;M1b;4;
;Berula erecta;Berula erecta;M3;3;
;Berula erecta;Berula erecta;M6a;2;
;Berula erecta;Berula erecta;M6b;2;
;Berula erecta;Berula erecta;M7a;2;
;Berula erecta;Berula erecta;M7b;2;
;Berula erecta;Berula erecta;M8;4;
;Berula erecta;Berula erecta;R11;2;
;Berula erecta;Berula erecta;R12;3;
;Berula erecta;Berula erecta;R14;2;
;Berula erecta;Berula erecta;R15;2;
;Berula erecta;Berula erecta;R17;2;
;Berula erecta;Berula erecta;R18;4;
;Berula erecta;Berula erecta;R2;1;
;Berula erecta;Berula erecta;R3;1;
;Berula erecta;Berula erecta;R4;2;
;Berula erecta;Berula erecta;R4a;2;
;Berula erecta;Berula erecta;R4b;2;
;Berula erecta;Berula erecta;R5;2;
;Berula erecta;Berula erecta;R6;3;
;Berula erecta;Berula erecta;R8;3;
;Bidens cernua;Bidens cernua;M1a;2;
;Bidens cernua;Bidens cernua;M1b;2;
;Bidens cernua;Bidens cernua;M2;4;
;Bidens cernua;Bidens cernua;M8;2;
;Bidens cernua;Bidens cernua;M9;4;
;Bidens frondosa;Bidens frondosa;M1a;4;
;Bidens frondosa;Bidens frondosa;M1b;4;
;Bidens frondosa;Bidens frondosa;M6a;3;
;Bidens frondosa;Bidens frondosa;M6b;3;
;Bidens frondosa;Bidens frondosa;M7a;3;
;Bidens frondosa;Bidens frondosa;M7b;3;
;Bidens frondosa;Bidens frondosa;M8;4;
;Bidens tripartita;Bidens tripartita;M1a;3;
;Bidens tripartita;Bidens tripartita;M2;4;
;Bidens tripartita;Bidens tripartita;M8;3;
;Bidens tripartita;Bidens tripartita;R3;4;
;Bolboschoenus maritimus;Bolboschoenus maritimus;M10;3;
;Bolboschoenus maritimus;Bolboschoenus maritimus;M1a;3;
;Bolboschoenus maritimus;Bolboschoenus maritimus;M1b;3;
;Bolboschoenus maritimus;Bolboschoenus maritimus;M8;3;
;Bolboschoenus maritimus;Bolboschoenus maritimus;R6;4;
;Bolboschoenus maritimus;Bolboschoenus maritimus;R7;3;
;Bolboschoenus maritimus;Bolboschoenus maritimus;R8;1;
;Brachythecium rivulare;Brachythecium rivulare;R2;1;
;Brachythecium rutabulum;Brachythecium rutabulum;R1;4;
;Brachythecium rutabulum;Brachythecium rutabulum;R2;2;
;Brachythecium rutabulum;Brachythecium rutabulum;R3;4;
;Butomus umbellatus;Butomus umbellatus;M10;2;
;Butomus umbellatus;Butomus umbellatus;M1a;3;
;Butomus umbellatus;Butomus umbellatus;M1b;3;
;Butomus umbellatus;Butomus umbellatus;M3;2;
;Butomus umbellatus;Butomus umbellatus;M8;2;
;Butomus umbellatus;Butomus umbellatus;R12;3;
;Butomus umbellatus;Butomus umbellatus;R16;4;
;Butomus umbellatus;Butomus umbellatus;R17;4;
;Butomus umbellatus;Butomus umbellatus;R5;3;
;Butomus umbellatus;Butomus umbellatus;R6;3;
;Butomus umbellatus;Butomus umbellatus;R7;4;
;Butomus umbellatus;Butomus umbellatus;R8;3;
;Calamagrostis canescens;Calamagrostis canescens;R12;4;
;Calamagrostis canescens;Calamagrostis canescens;R6;4;
;Calla palustris;Calla palustris;M8;1;
;Calliergonella cuspidata;Calliergonella cuspidata;M12;4;
;Calliergonella cuspidata;Calliergonella cuspidata;M17;4;
;Calliergonella cuspidata;Calliergonella cuspidata;R1;5;
;Calliergonella cuspidata;Calliergonella cuspidata;R11;3;
;Calliergonella cuspidata;Calliergonella cuspidata;R12;1;
;Calliergonella cuspidata;Calliergonella cuspidata;R2;5;
;Calliergonella cuspidata;Calliergonella cuspidata;R6;3;
;Callitriche;Callitriche;M10;4;
;Callitriche;Callitriche;M1a;3;
;Callitriche;Callitriche;M1b;3;
;Callitriche;Callitriche;M8;3;
;Callitriche brutia;Callitriche brutia;M10;4;
;Callitriche brutia;Callitriche brutia;M11;2;
;Callitriche brutia;Callitriche brutia;M12;2;
;Callitriche brutia;Callitriche brutia;M17;2;
;Callitriche brutia;Callitriche brutia;M1a;2;
;Callitriche brutia;Callitriche brutia;M1b;3;
;Callitriche brutia;Callitriche brutia;M2;4;
;Callitriche brutia;Callitriche brutia;M22;2;
;Callitriche brutia;Callitriche brutia;M23;2;
;Callitriche brutia;Callitriche brutia;M25;2;
;Callitriche brutia;Callitriche brutia;M4;4;
;Callitriche brutia;Callitriche brutia;M5;1;
;Callitriche brutia;Callitriche brutia;M8;3;
;Callitriche brutia;Callitriche brutia;M9;3;
;Callitriche brutia;Callitriche brutia;R1;2;
;Callitriche brutia;Callitriche brutia;R11;1;
;Callitriche brutia;Callitriche brutia;R12;1;
;Callitriche brutia;Callitriche brutia;R13;1;
;Callitriche brutia;Callitriche brutia;R14;1;
;Callitriche brutia;Callitriche brutia;R15;1;
;Callitriche brutia;Callitriche brutia;R16;1;
;Callitriche brutia;Callitriche brutia;R18;1;
;Callitriche brutia;Callitriche brutia;R2;1;
;Callitriche brutia;Callitriche brutia;R3;1;
;Callitriche brutia;Callitriche brutia;R4;1;
;Callitriche brutia;Callitriche brutia;R4a;1;
;Callitriche brutia;Callitriche brutia;R4b;1;
;Callitriche brutia;Callitriche brutia;R5;1;
;Callitriche brutia var. brutia;Callitriche brutia;M10;4;
;Callitriche brutia var. brutia;Callitriche brutia;M11;2;
;Callitriche brutia var. brutia;Callitriche brutia;M12;2;
;Callitriche brutia var. brutia;Callitriche brutia;M17;2;
;Callitriche brutia var. brutia;Callitriche brutia;M1a;2;
;Callitriche brutia var. brutia;Callitriche brutia;M1b;3;
;Callitriche brutia var. brutia;Callitriche brutia;M2;4;
;Callitriche brutia var. brutia;Callitriche brutia;M22;2;
;Callitriche brutia var. brutia;Callitriche brutia;M23;2;
;Callitriche brutia var. brutia;Callitriche brutia;M25;2;
;Callitriche brutia var. brutia;Callitriche brutia;M4;4;
;Callitriche brutia var. brutia;Callitriche brutia;M5;1;
;Callitriche brutia var. brutia;Callitriche brutia;M8;3;
;Callitriche brutia var. brutia;Callitriche brutia;M9;3;
;Callitriche brutia var. brutia;Callitriche brutia;R1;2;
;Callitriche brutia var. brutia;Callitriche brutia;R11;1;
;Callitriche brutia var. brutia;Callitriche brutia;R12;1;
;Callitriche brutia var. brutia;Callitriche brutia;R13;1;
;Callitriche brutia var. brutia;Callitriche brutia;R14;1;
;Callitriche brutia var. brutia;Callitriche brutia;R15;1;
;Callitriche brutia var. brutia;Callitriche brutia;R16;1;
;Callitriche brutia var. brutia;Callitriche brutia;R18;1;
;Callitriche brutia var. brutia;Callitriche brutia;R2;1;
;Callitriche brutia var. brutia;Callitriche brutia;R3;1;
;Callitriche brutia var. brutia;Callitriche brutia;R4;1;
;Callitriche brutia var. brutia;Callitriche brutia;R4a;1;
;Callitriche brutia var. brutia;Callitriche brutia;R4b;1;
;Callitriche brutia var. brutia;Callitriche brutia;R5;1;
;Callitriche brutia var. hamulata;Callitriche brutia;M10;4;
;Callitriche brutia var. hamulata;Callitriche brutia;M11;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M12;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M17;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M1a;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M1b;3;
;Callitriche brutia var. hamulata;Callitriche brutia;M2;4;
;Callitriche brutia var. hamulata;Callitriche brutia;M22;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M23;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M25;2;
;Callitriche brutia var. hamulata;Callitriche brutia;M4;4;
;Callitriche brutia var. hamulata;Callitriche brutia;M5;1;
;Callitriche brutia var. hamulata;Callitriche brutia;M8;3;
;Callitriche brutia var. hamulata;Callitriche brutia;M9;3;
;Callitriche brutia var. hamulata;Callitriche brutia;R1;2;
;Callitriche brutia var. hamulata;Callitriche brutia;R11;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R12;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R13;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R14;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R15;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R16;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R18;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R2;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R3;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R4;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R4a;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R4b;1;
;Callitriche brutia var. hamulata;Callitriche brutia;R5;1;
;Callitriche cophocarpa;Callitriche cophocarpa;M10;4;
;Callitriche cophocarpa;Callitriche cophocarpa;M1a;3;
;Callitriche cophocarpa;Callitriche cophocarpa;M1b;3;
;Callitriche cophocarpa;Callitriche cophocarpa;M8;3;
;Callitriche cophocarpa;Callitriche cophocarpa;R8;2;
;Callitriche hermaphroditica;Callitriche hermaphroditica;M10;4;
;Callitriche hermaphroditica;Callitriche hermaphroditica;M1a;2;
;Callitriche hermaphroditica;Callitriche hermaphroditica;M1b;3;
;Callitriche hermaphroditica;Callitriche hermaphroditica;M5;1;
;Callitriche hermaphroditica;Callitriche hermaphroditica;M8;3;
;Callitriche obtusangula;Callitriche obtusangula;M10;4;
;Callitriche obtusangula;Callitriche obtusangula;M11;4;
;Callitriche obtusangula;Callitriche obtusangula;M14;3;
;Callitriche obtusangula;Callitriche obtusangula;M1a;3;
;Callitriche obtusangula;Callitriche obtusangula;M1b;3;
;Callitriche obtusangula;Callitriche obtusangula;M20;3;
;Callitriche obtusangula;Callitriche obtusangula;M21;3;
;Callitriche obtusangula;Callitriche obtusangula;M21a;3;
;Callitriche obtusangula;Callitriche obtusangula;M21b;3;
;Callitriche obtusangula;Callitriche obtusangula;M22;3;
;Callitriche obtusangula;Callitriche obtusangula;M23;4;
;Callitriche obtusangula;Callitriche obtusangula;M25;3;
;Callitriche obtusangula;Callitriche obtusangula;M27;3;
;Callitriche obtusangula;Callitriche obtusangula;M30;4;
;Callitriche obtusangula;Callitriche obtusangula;M8;3;
;Callitriche obtusangula;Callitriche obtusangula;R12;3;
;Callitriche obtusangula;Callitriche obtusangula;R16;2;
;Callitriche obtusangula;Callitriche obtusangula;R7;2;
;Callitriche obtusangula;Callitriche obtusangula;R8;2;
;Callitriche palustris;Callitriche palustris;M10;4;
;Callitriche palustris;Callitriche palustris;M1a;3;
;Callitriche palustris;Callitriche palustris;M1b;3;
;Callitriche palustris;Callitriche palustris;M8;3;
;Callitriche platycarpa;Callitriche platycarpa;M10;4;
;Callitriche platycarpa;Callitriche platycarpa;M11;3;
;Callitriche platycarpa;Callitriche platycarpa;M14;3;
;Callitriche platycarpa;Callitriche platycarpa;M16;3;
;Callitriche platycarpa;Callitriche platycarpa;M1a;2;
;Callitriche platycarpa;Callitriche platycarpa;M1b;3;
;Callitriche platycarpa;Callitriche platycarpa;M2;4;
;Callitriche platycarpa;Callitriche platycarpa;M20;3;
;Callitriche platycarpa;Callitriche platycarpa;M21;3;
;Callitriche platycarpa;Callitriche platycarpa;M21a;3;
;Callitriche platycarpa;Callitriche platycarpa;M21b;3;
;Callitriche platycarpa;Callitriche platycarpa;M22;4;
;Callitriche platycarpa;Callitriche platycarpa;M23;4;
;Callitriche platycarpa;Callitriche platycarpa;M25;3;
;Callitriche platycarpa;Callitriche platycarpa;M27;3;
;Callitriche platycarpa;Callitriche platycarpa;M4;4;
;Callitriche platycarpa;Callitriche platycarpa;M5;3;
;Callitriche platycarpa;Callitriche platycarpa;M8;3;
;Callitriche platycarpa;Callitriche platycarpa;M9;3;
;Callitriche platycarpa;Callitriche platycarpa;R11;1;
;Callitriche platycarpa;Callitriche platycarpa;R12;3;
;Callitriche platycarpa;Callitriche platycarpa;R13;3;
;Callitriche platycarpa;Callitriche platycarpa;R14;3;
;Callitriche platycarpa;Callitriche platycarpa;R15;2;
;Callitriche platycarpa;Callitriche platycarpa;R16;2;
;Callitriche platycarpa;Callitriche platycarpa;R18;2;
;Callitriche platycarpa;Callitriche platycarpa;R2;3;
;Callitriche platycarpa;Callitriche platycarpa;R3;1;
;Callitriche platycarpa;Callitriche platycarpa;R4;3;
;Callitriche platycarpa;Callitriche platycarpa;R4a;3;
;Callitriche platycarpa;Callitriche platycarpa;R4b;3;
;Callitriche platycarpa;Callitriche platycarpa;R5;3;
;Callitriche platycarpa;Callitriche platycarpa;R6;3;
;Callitriche platycarpa;Callitriche platycarpa;R7;3;
;Callitriche platycarpa;Callitriche platycarpa;R8;2;
;Callitriche stagnalis;Callitriche stagnalis;M10;4;
;Callitriche stagnalis;Callitriche stagnalis;M1a;3;
;Callitriche stagnalis;Callitriche stagnalis;M1b;3;
;Callitriche stagnalis;Callitriche stagnalis;M8;3;
;Callitriche stagnalis;Callitriche stagnalis;R11;3;
;Callitriche stagnalis;Callitriche stagnalis;R8;1;
;Callitriche truncata;Callitriche truncata;M10;4;
;Callitriche truncata;Callitriche truncata;M1a;3;
;Callitriche truncata;Callitriche truncata;M1b;3;
;Callitriche truncata;Callitriche truncata;M8;3;
;Callitriche truncata;Callitriche truncata;R8;2;
;Caltha palustris;Caltha palustris;M10;2;
;Caltha palustris;Caltha palustris;M1a;2;
;Caltha palustris;Caltha palustris;M8;2;
;Caltha palustris;Caltha palustris;R1;2;
;Caltha palustris;Caltha palustris;R11;3;
;Caltha palustris;Caltha palustris;R12;2;
;Caltha palustris;Caltha palustris;R13;3;
;Caltha palustris;Caltha palustris;R17;4;
;Caltha palustris;Caltha palustris;R3;2;
;Caltha palustris;Caltha palustris;R5;1;
;Caltha palustris;Caltha palustris;R6;2;
;Caltha palustris;Caltha palustris;R7;2;
;Caltha palustris ssp. araneosa;Caltha palustris;M10;2;
;Caltha palustris ssp. araneosa;Caltha palustris;M1a;2;
;Caltha palustris ssp. araneosa;Caltha palustris;M8;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R1;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R11;3;
;Caltha palustris ssp. araneosa;Caltha palustris;R12;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R13;3;
;Caltha palustris ssp. araneosa;Caltha palustris;R17;4;
;Caltha palustris ssp. araneosa;Caltha palustris;R3;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R5;1;
;Caltha palustris ssp. araneosa;Caltha palustris;R6;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R7;2;
;Caltha palustris ssp. araneosa;Caltha palustris;R8;1;
;Caltha palustris ssp. palustris;Caltha palustris;M10;2;
;Caltha palustris ssp. palustris;Caltha palustris;M1a;2;
;Caltha palustris ssp. palustris;Caltha palustris;M8;2;
;Caltha palustris ssp. palustris;Caltha palustris;R1;2;
;Caltha palustris ssp. palustris;Caltha palustris;R11;3;
;Caltha palustris ssp. palustris;Caltha palustris;R12;2;
;Caltha palustris ssp. palustris;Caltha palustris;R13;3;
;Caltha palustris ssp. palustris;Caltha palustris;R17;4;
;Caltha palustris ssp. palustris;Caltha palustris;R3;2;
;Caltha palustris ssp. palustris;Caltha palustris;R5;1;
;Caltha palustris ssp. palustris;Caltha palustris;R6;2;
;Caltha palustris ssp. palustris;Caltha palustris;R7;2;
;Cardamine amara;Cardamine amara;R1;1;
;Cardamine amara;Cardamine amara;R11;2;
;Cardamine amara;Cardamine amara;R13;2;
;Cardamine amara;Cardamine amara;R17;1;
;Cardamine amara;Cardamine amara;R2;1;
;Cardamine amara;Cardamine amara;R3;1;
;Cardamine amara;Cardamine amara;R4;3;
;Cardamine amara;Cardamine amara;R4a;3;
;Cardamine amara;Cardamine amara;R4b;3;
;Cardamine amara;Cardamine amara;R5;1;
;Cardamine amara;Cardamine amara;R6;2;
;Cardamine amara;Cardamine amara;R8;2;
;Cardamine flexuosa;Cardamine flexuosa;R3;3;
;Carex acuta;Carex acuta;M1a;3;
;Carex acuta;Carex acuta;M8;3;
;Carex acuta;Carex acuta;R12;2;
;Carex acuta;Carex acuta;R4;3;
;Carex acuta;Carex acuta;R4a;3;
;Carex acuta;Carex acuta;R4b;3;
;Carex acuta;Carex acuta;R6;2;
;Carex acutiformis;Carex acutiformis;M10;3;
;Carex acutiformis;Carex acutiformis;M1a;5;
;Carex acutiformis;Carex acutiformis;R1;2;
;Carex acutiformis;Carex acutiformis;R12;4;
;Carex acutiformis;Carex acutiformis;R2;2;
;Carex acutiformis;Carex acutiformis;R3;2;
;Carex acutiformis;Carex acutiformis;R6;4;
;Carex aquatilis;Carex aquatilis;M1a;2;
;Carex aquatilis;Carex aquatilis;M8;3;
;Carex curta;Carex curta;R1;1;
;Carex curta;Carex curta;R2;2;
;Carex curta;Carex curta;R3;1;
;Carex elata;Carex elata;M1a;2;
;Carex elata;Carex elata;M2;2;
;Carex elata;Carex elata;M8;2;
;Carex elongata;Carex elongata;R11;1;
;Carex elongata;Carex elongata;R12;2;
;Carex elongata;Carex elongata;R13;1;
;Carex elongata;Carex elongata;R14;2;
;Carex elongata;Carex elongata;R15;2;
;Carex elongata;Carex elongata;R17;1;
;Carex elongata;Carex elongata;R18;2;
;Carex elongata;Carex elongata;R4;1;
;Carex elongata;Carex elongata;R4a;1;
;Carex elongata;Carex elongata;R4b;1;
;Carex elongata;Carex elongata;R5;2;
;Carex elongata;Carex elongata;R6;2;
;Carex lasiocarpa;Carex lasiocarpa;M8;1;
;Carex paniculata;Carex paniculata;M10;3;
;Carex paniculata;Carex paniculata;M8;3;
;Carex paniculata;Carex paniculata;R12;3;
;Carex pendula;Carex pendula;R2;1;
;Carex pseudocyperus;Carex pseudocyperus;M10;3;
;Carex pseudocyperus;Carex pseudocyperus;M1a;3;
;Carex pseudocyperus;Carex pseudocyperus;M8;3;
;Carex pseudocyperus;Carex pseudocyperus;R12;4;
;Carex remota;Carex remota;R2;1;
;Carex remota;Carex remota;R3;1;
